"datetime","city","state","country","shape","duration (seconds)","duration (hours/min)","comments","date posted","latitude","longitude"
"2013-11-04 23:00:00","north st. paul","mn","us","fireball","3600.0","1 hour","UFO thought to be an airplane flashed colors and moved in swirl motions until it dispersed into the night sky.","2013-11-11 00:00:00","45.012466","-92.991883"
"1977-08-15 03:00:00","plymouth","in","us","light","7200.0","45-120 min","Very bright light; the light seemed maganetically attached to our plane; followed us on the ground.","2007-02-01 00:00:00","41.3436111","-86.3097222"
"2007-11-06 06:30:00","louisville","ky","us","light","120.0","2 minutes","Louisville&#44 Ky. 6 am. Two lights moving across the sky from horizon to horizon in about 2 min..  ((NUFORC Note:  ISS &amp; Shuttle.  PD))","2007-11-28 00:00:00","38.2541667","-85.7594444"
"1978-04-15 13:00:00","richardson","tx","us","other","120.0","1 to 2 minutes","Elongated wedge shaped UFO&#44 smooth silver in color&#44 in the daytime.","2006-10-30 00:00:00","32.9480556","-96.7294444"
"2007-06-02 23:30:00","purdy spitt","wa","us","formation","10800.0","3 hours","objects were brighter than a star but closer but farther than lanes moving very fluidly.  ((NUFORC Note:  Celestial bodies.  PD))","2007-08-07 00:00:00","47.3809","-122.636048"
"2003-09-14 21:00:00","east falmouth","ma","us","changing","1200.0","hour and a half","We saw a cigar shaped dim orange craft fly by ahead of us&#44 we also saw a flashing green and red star that moved across the sky.","2003-09-17 00:00:00","41.5783333","-70.5591667"
"2013-09-09 21:00:00","hamstead (hollyridge)","nc","us","light","120.0","2 minutes","8 to ten lights bright orange in color large to small only lasting a few seconds","2013-09-30 00:00:00","34.367594","-77.710548"
"2013-03-17 01:00:00","sydney (canada)","ns","ca","fireball","40.0","40 seconds","Driving on grand lake road&#44 noticed a large orange/green glow ripping across the sky with a lit up tail before disappearing&#44 over grand","2013-05-15 00:00:00","46.15","-60.166667"
"2002-12-14 05:00:00","el paso","tx","us","unknown","120.0","2 minutes","Freeway Arc Light","2002-12-23 00:00:00","31.7586111","-106.4863889"
"2005-12-03 18:35:00","robert moses beach","ny","us","circle","600.0","10 minutes","I work at the Islandia Marriot on Long Island&#44 New York.  I have been working there for about 8 or 9 months now.  I have access to the","2005-12-16 00:00:00","40.712784","-74.005941"
"2004-08-13 21:35:00","mercer island","wa","us","other","60.0","1 min","red flashing light moving erratically in the sky and changing speed.","2004-08-24 00:00:00","47.5708333","-122.2208333"
"2000-03-28 22:20:00","corinth","tx","us","other","15.0","15 sec.","Not like anything any one else has reported...NONE of the characteristics listed below","2001-03-06 00:00:00","33.1538889","-97.0644444"
"2005-06-01 23:00:00","phoenix","az","us","circle","60.0","1 minute","a bright orange circular glow which projected two multing balls falling from it.","2005-06-20 00:00:00","33.4483333","-112.0733333"
"1995-12-01 22:55:00","owosso","mi","us","light","5.0","5 sec.","Pilot&#44 former FAA controller&#44 sees 5 &quot;pinkish&quot; small lights in clear area of sky&#44 arranged in precise staggered-V formation&#44 streak.","1999-11-02 00:00:00","42.9977778","-84.1766667"
"2012-07-09 21:50:00","west middlesex","pa","us","circle","20.0","20 seconds","Saw very fast moving object  high in the sky heading from South to North which was round and yellowish red in color.","2012-08-05 00:00:00","40.2344444","-77.1363889"
"2007-10-03 00:00:00","high springs","fl","us","triangle","300.0","2-5 minutes","Object aproxamitly 200ft high and moving slowly over me and a friend in High Springs Florida.","2008-03-04 00:00:00","29.8266667","-82.5969444"
"2014-02-17 22:50:00","pembroke","ma","us","circle","90.0","90 seconds","Aircraft with 10-15 yellow orange lights on it all evenly spaced apart went across the sky.","2014-02-21 00:00:00","42.0713889","-70.8097222"
"2003-06-08 00:19:00","high bridge","nj","us","disk","10.0","10 seconds","Bright  disk-shaped craft hovered above mountains then quickly left.","2003-06-10 00:00:00","40.6669444","-74.8961111"
"1998-12-05 20:30:00","las vegas","nv","us","unknown","10.0","10 seconds","Bright light shining directionally out of a cloudy shape or object&#44 got bright and smoky and then disappered.","1999-01-28 00:00:00","36.175","-115.1363889"
"2011-10-30 00:30:00","north little rock","ar","us","sphere","300.0","five minutes","Glowing spheres over North Little Rock&#44 Arkansas.","2011-12-12 00:00:00","34.7694444","-92.2669444"
"2011-10-10 18:15:00","peabody-saugus","ma","us","flash","2700.0","45 minutes","Flashing light in the sky as airplanes flew by.","2011-10-19 00:00:00","42.468164","-71.014118"
"2011-10-26 20:10:00","hamilton","al","us","diamond","300.0","5 minutes","Orange Diamond shaped object","2011-12-12 00:00:00","34.1422222","-87.9886111"
"2013-07-05 23:00:00","willard","oh","us","fireball","180.0","3 minutes","Three redish/orange fireball seen&#44 then disappeared.","2013-07-14 00:00:00","41.0530556","-82.7263889"
"1996-05-22 20:30:00","venice","fl","us","","180.0","3 min.","Mother&#44 2 sons driving along wooded road&#44 see huge silver disc.  50-60 yds. in diameter&#44 &quot;pinkish streamers&quot; beside.  Totally silent.","1999-11-02 00:00:00","27.0994444","-82.4544444"
"2002-11-28 18:30:00","cheyenne","wy","us","fireball","5.0","5 seconds","Fireball seen in night sky near Cheyenne WY Thanksgiving evening","2002-12-23 00:00:00","41.14","-104.8197222"
"1972-09-15 07:00:00","tupelo","ms","us","oval","180.0","03 min","School Teacher observes large Oval craft near Tupelo","2000-07-29 00:00:00","34.2575","-88.7033333"
"2012-02-24 20:00:00","aliquippa","pa","us","triangle","2.0","seconds","Triangular massive object with red lights","2012-03-13 00:00:00","40.6366667","-80.2402778"
"2004-09-28 22:45:00","fresno","ca","us","light","4.0","4 seconds","Side by side cruise over Fresno CA.","2004-09-29 00:00:00","36.7477778","-119.7713889"
"2014-04-11 21:00:00","victoria (canada)","bc","ca","circle","120.0","2 minutes","It was a huge&#44 brightly lit orange ball&#44 which was quite beautiful.","2014-04-18 00:00:00","46.216667","-63.483333"
"2010-10-27 10:00:00","harleysville","pa","us","light","10.0","10 sec","I saw a red light flying through the sky at a very high speed. My first thought was it can&#39t be a plane because it was not blinking&#44 an","2010-11-21 00:00:00","40.2794444","-75.3875"
"2009-03-26 20:00:00","streetsboro","oh","us","circle","300.0","5 minutes","I AM VERY SURE OF WHAT MY WIFE AND I SAW","2009-04-14 00:00:00","41.2391667","-81.3461111"
"2011-11-30 19:00:00","eugene","or","us","unknown","600.0","10 minutes","Bright white moving in circles&#44 left then right&#44 forward then back.","2011-12-12 00:00:00","44.0522222","-123.0855556"
"2013-05-05 16:00:00","danvers","ma","us","oval","30.0","30 seconds","Shiny&#44 silver&#44 oval oject hovering 500 feet above ground.","2013-05-15 00:00:00","42.575","-70.9305556"
"1999-07-03 18:00:00","bedford/carlise","ma","us","light","20.0","15-20 seconds","1 object splits into 2 (white - red light)","2001-02-18 00:00:00","42.503207","-71.300336"
"2013-02-19 19:30:00","dade city","fl","us","sphere","480.0","5-8 minutes","On Clinton Avenue&#44 south of Dade City&#44 I observed 12 round&#44 orange lights traveling in  a straight line from SW to NE&#44 making no sound.","2013-02-28 00:00:00","28.3644444","-82.1961111"
"2008-05-20 04:20:00","weymouth","ma","us","light","180.0","3 min","Bright white light travelling from West to East.","2008-06-12 00:00:00","42.2208333","-70.9402778"
"1997-05-30 02:00:00","manchester","nh","us","","900.0","15 minutes","They are human in appearence","2012-02-10 00:00:00","42.9955556","-71.4552778"
"2007-03-02 16:00:00","littlerock","ar","us","cigar","300.0","5 mins","Well at 16:00 hours i came out of the house looking up at an  airplane spreading chem trails as i watched this airplane that came out o","2007-03-08 00:00:00","34.746481","-92.289595"
"2009-05-09 23:45:00","endicott","ny","us","light","60.0","1 minute","Light darting at angles at night","2009-08-05 00:00:00","42.0983333","-76.0497222"
"2005-07-12 00:11:00","river ridge","la","us","other","3.0",":03","Strange long light opens in the sky.","2005-07-13 00:00:00","29.96","-90.2155556"
"2008-03-30 03:10:00","hancock (10 miles east)","md","us","fireball","5.0","3-5 sec","Two people witness high speed glowing sphere cross the sky and disappear","2008-03-31 00:00:00","39.6988889","-78.18"
"2007-09-12 21:45:00","burbank","il","us","unknown","1200.0","twenty minutes","Four unique objects form a rectangle in the western skies of Chicago.","2007-10-08 00:00:00","41.7338889","-87.7794444"
"2005-09-26 21:52:00","hyvink&auml;&auml; (finland)","","fi","other","30.0","30 seconds","&quot;Unusual&quot; satellites seen over the town of Hyvink&auml;&auml;&#44 Finland","2005-10-11 00:00:00","60.631811","24.857883"
"2001-04-16 22:00:00","central u. s. (in-flight; chicago totampa bay)","","us","oval","30.0","30 seconds","I saw a green ufo while in a airplane between Chicago and Tampa Bay.","2001-04-28 00:00:00","39.087656","-84.496118"
"2007-07-29 01:25:00","kirkcaldy (uk/scotland)","","gb","circle","600.0","10 mins","unexplained atmospheric conditons","2007-08-07 00:00:00","56.116667","-3.166667"
"2012-09-13 04:20:00","muskogee","ok","us","light","1200.0","20 minutes","Cluster of 20 or more multicolored lights hovering in same area for 20 or more minutes.","2012-09-24 00:00:00","35.7477778","-95.3694444"
"2007-05-15 23:40:00","southington","ct","us","fireball","15.0","< 15 seconds","A fireball-like object twice the size of a star appeared and moved north with great speed&#44 followed by a flash of light.","2007-06-12 00:00:00","41.5963889","-72.8780556"
"2013-10-04 13:00:00","fowler","ca","us","rectangle","600.0","10 minutes","Hovered solid black square/rectangle shaped object had no sound and no lights.","2013-10-14 00:00:00","36.6305556","-119.6775"
"2003-01-05 00:00:00","greenfield park (canada)","pq","ca","triangle","10.0","10s","lights in a v-like formation heading towards river","2003-05-27 00:00:00","45.5","-73.483333"
"2009-01-02 20:00:00","washington&#44 d.c.","dc","us","sphere","1.0","split second","A green colored sphere appeared out of nowhere and fell straight to the ground","2009-01-10 00:00:00","38.907231","-77.036464"
"2011-06-17 23:30:00","eugene","or","us","light","30.0","30 seconds","lights in the night sky near Mount Piscah&#44 Oregon","2011-06-20 00:00:00","44.0522222","-123.0855556"
"2012-05-26 22:00:00","whitby (canada)","on","ca","fireball","30.0","30 seconds","Orange ball of fire moving fast across a clear night sky...","2012-05-29 00:00:00","43.866667","-78.933333"
"1994-06-12 21:30:00","sawgrass","fl","us","other","360.0","5 to 6 min.","This is an addition to my previous report. Minor details I felt should be included.","2007-11-28 00:00:00","30.1925","-81.3708333"
"2009-05-24 04:00:00","savannah","ga","us","other","900.0","1/2 hour","Savannah Morning Possible UFO","2009-06-09 00:00:00","32.0833333","-81.1"
"2009-01-29 06:30:00","carrollton","tx","us","circle","180.0","3 min","4 circle shaped objects&#44 very huge and bright lights over HWY 121.","2009-03-19 00:00:00","32.9536111","-96.89"
"2012-09-08 23:30:00","point arena","ca","us","unknown","15.0","15 seconds","I went out to empty garbage&#44 two red lights flew south of me next to hill side . They moved maybe 70 miles per hour. They disappeared a","2012-09-24 00:00:00","38.9088889","-123.6919444"
"2013-10-26 02:00:00","los angeles","ca","us","rectangle","15.0","15 second","White rectangular rolling object that seemed to billow or create clouds as it flew by. Clouds did not dissipate.","2013-11-11 00:00:00","34.0522222","-118.2427778"
"2004-03-07 22:00:00","fountain lake","ar","us","light","1500.0","25 min","A very bright aircraft hovering above the ground for about 25 minutes then it disappeared behind the mts.  ((NUFORC Note:  Sirius??)","2004-03-09 00:00:00","34.5727778","-92.9875"
"2005-08-25 19:47:00","potosi","mo","us","unknown","240.0","4 minutes","Object falling through earths atomsphere with large trail of orange behind it.","2005-10-11 00:00:00","37.9363889","-90.7877778"
"2010-10-09 05:00:00","woodland park","nj","us","circle","300.0","5 minutes","Two yellowish orange round lights in the sky above the trees&#44 one massive light disappearing and reappearing&#33","2010-11-21 00:00:00","40.7027778","-74.3791667"
"2003-09-11 23:28:00","alexandria","va","us","circle","5.0","3-5 seconds","Bright&#44zig zagging&#44 greenish-blue orb flashes across sky&#44 mysterious helicopter trails behind","2003-09-17 00:00:00","38.8047222","-77.0472222"
"2008-09-12 20:25:00","dublin","ca","us","disk","300.0","5 min","We saw these white lights moving in a circular motion and couldn&#39t believe our eyes.","2008-10-31 00:00:00","37.7022222","-121.9347222"
"2009-08-29 05:20:00","bradford (uk/england)","","gb","","60.0","1 minute","two red glowing  objects  in the skyline of bradford uk  29.08.09","2009-12-12 00:00:00","51.0","-3.183333"
"2001-03-13 18:20:00","timbo","ar","us","cone","2700.0","45 minutes","This is not a new report but regarding my report of an event on March 13&#44 2001&#44 Timbo AR and a telephone report of another to you on Ju","2011-05-02 00:00:00","35.8708333","-92.3169444"
"2011-05-22 19:00:00","lake zurich","il","us","triangle","1.0","0:01","Triangle of light in sky over Lake County&#44 IL.","2011-06-12 00:00:00","42.1969444","-88.0933333"
"2004-06-11 01:50:00","pawtucket","ri","us","other","600.0","10 min","The aircraft was hovering in the sky and then another one came and got next to it and they jsut dissapeared","2005-06-20 00:00:00","41.8786111","-71.3830556"
"2012-09-22 20:00:00","danville","il","us","fireball","300.0","5 minutes","Slow moving glow in night sky.","2012-09-24 00:00:00","40.1244444","-87.63"
"2012-11-02 22:00:00","burnsville","nc","us","circle","1800.0","up to 30 min","Glowing silverish sphere type object&#44 with bright swirling&#44 varying illumination.  Sphere appears quite often.","2012-12-20 00:00:00","35.9172222","-82.3011111"
"2013-11-09 18:00:00","farmingdale","ny","us","fireball","600.0","10 minutes","Six orange fireballs in evening sky.","2013-11-11 00:00:00","40.7325","-73.4458333"
"2006-12-24 07:00:00","dundas island (south of) (canada)","bc","ca","","30.0","30 seconds","Craft with glowing lights flys over the Pacific","2008-06-12 00:00:00","54.387039","-130.763003"
"1996-05-11 17:00:00","norwood","pa","us","formation","120.0","2 minutes","18 Bright fast &quot;Pearl&quot; like UFOs in group between  Philadelphia &amp; Delawre crossed I-95","2010-11-21 00:00:00","39.8916667","-75.3"
"2011-08-21 03:00:00","waynesboro","va","us","","1.0","1 second","Awaken by very intense flash of light followed by loud deep boom","2012-08-05 00:00:00","38.0683333","-78.8897222"
"2008-05-10 10:05:00","parma","oh","us","sphere","2700.0","45 minutes","White light hovers over Pama","2008-06-12 00:00:00","41.4047222","-81.7230556"
"2013-11-19 13:00:00","st. charles","mi","us","cylinder","15.0","15 seconds","Silver.  ((NUFORC Note:  Source of report provides flawed contact information.  PD))","2013-12-02 00:00:00","43.2969444","-84.1405556"
"1998-03-05 22:45:00","pittsfield","me","us","formation","900.0","15 min","one large craft silver spinning and emitting a strange light.  three smaller fireball-like balls moving in random directions around the","1999-01-28 00:00:00","44.7825","-69.3838889"
"2010-08-26 00:00:00","park city","ut","us","circle","120.0","2 minutes","Bright laser type lights and a craft in my backyard area last night.","2010-08-30 00:00:00","40.6461111","-111.4972222"
"2009-05-09 22:00:00","bensalem","pa","us","flash","900.0","15 minutes","Satellite Debris Perhaps?","2009-05-12 00:00:00","40.1044444","-74.9516667"
"2013-12-25 18:00:00","sanford","fl","us","fireball","300.0","5 minutes","My wife and I saw a large fireball in sky on Christmas day just west of Sanford Florida over the Rock Springs run state preserve.","2014-01-10 00:00:00","28.8002778","-81.2733333"
"2008-09-20 23:45:00","south padre island","tx","us","light","30.0","30 seconds","light moving shape of cross over South Padre Island blackest part of night","2009-08-05 00:00:00","26.1033333","-97.1644444"
"2011-06-03 23:00:00","swartz creek","mi","us","fireball","90.0","60-90 seconds","Four orange lights in the night sky vanish&#44 two by two.","2011-06-20 00:00:00","42.9572222","-83.8305556"
"2002-02-25 07:50:00","courtenay (canada)","bc","ca","triangle","120.0","1-2 min","Two bright fluctuating lights on a large silent object over Vancouver Island.","2002-04-08 00:00:00","49.683333","-125.0"
"2011-01-03 19:30:00","gainesville","fl","us","triangle","30.0",":30","((HOAX??))  Camouflaged UFO","2011-01-05 00:00:00","29.6513889","-82.325"
"2013-12-13 23:00:00","west palm beach","fl","us","circle","30.0","30 seconds","Circle inside circle super fast no noise","2013-12-23 00:00:00","26.7052778","-80.0366667"
"2004-03-10 19:00:00","neah bay (50 miles off the coast of)","wa","us","disk","2700.0","half hour","fishing vessels observe disc shaped object with white red and green lights at high rates of speed for nearly a half an hour.","2004-03-17 00:00:00","48.3683333","-124.6236111"
"2013-05-18 23:50:00","hawley","pa","us","formation","600.0","10 minutes","5-18-13 sun-colored light in three formations in Wayne county PA (town of Hawley).","2013-06-02 00:00:00","41.4758333","-75.1825"
"2009-07-04 23:33:00","arundel (uk/england)","","gb","","300.0","5mins.","Orange/Red lights grouped in formation which faded out. - UK.","2009-08-05 00:00:00","50.85","-0.55"
"2012-07-18 01:00:00","homer","ak","us","light","1800.0","20 or 30 minutes","Multiple lights executing strange maneuvers by darting back and forth&#44 blinking on and off and moving in geometric patterns.","2012-08-19 00:00:00","59.6425","-151.5483333"
"1994-06-15 21:00:00","auburn lake park","oh","us","other","60.0","1 min to 30 seconds","5 light craft or crafts that made everyone but me go into a trans","2001-04-28 00:00:00","41.691629","-81.242458"
"2006-12-28 20:45:00","apollo","pa","us","circle","7200.0","2 hours","Circular craft can be seen at the intersection of Cherry Lane and Shellhammer Rd.. ((NUFORC Note:  Possible advertising lights??  PD))","2007-02-01 00:00:00","40.5813889","-79.5666667"
"2012-06-20 16:00:00","laramie","wy","us","circle","300.0","5 minutes","Laramie&#44 small circular craft","2012-07-04 00:00:00","41.3113889","-105.5905556"
"2013-11-09 21:00:00","ralston","ne","us","chevron","10.0","10 seconds","Gray&#44 low flying V object with no lights&#44 no sound on a clear night with no clouds","2013-11-11 00:00:00","41.2052778","-96.0422222"
"2002-11-05 06:43:00","oklahoma city","ok","us","other","40.0","40 seconds","Strange Strobing Lights","2002-12-23 00:00:00","35.4675","-97.5161111"
"2010-09-17 22:30:00","lake charles","la","us","light","900.0","15 minutes","The following description was provided to me from a work associate.  He describes that he was awakened one night&#44 around 10:30 pm by hi","2010-11-21 00:00:00","30.2263889","-93.2172222"
"2002-12-01 17:30:00","sarasota","fl","us","sphere","60.0","1 minute","Crome object seen on Siesta Key Beach&#44 FL and Pic.","2002-12-23 00:00:00","27.3361111","-82.5308333"
"2012-07-04 16:30:00","ocean city","md","us","cylinder","20.0","15-20 seconds","In the night sky while sitting on deck in Ocean City&#44 MD overlooking the Atlantic Ocean with my 40 year old daughter&#44 we saw a cylindri","2012-10-30 00:00:00","38.3363889","-75.0852778"
"1958-02-15 02:30:00","howell","mi","us","cigar","45.0","30 to  45 sec.","Large glowing object that seemed to be  landing&#33&#33","2002-03-19 00:00:00","42.6072222","-83.9294444"
"2012-11-16 19:00:00","ventura","ca","us","fireball","300.0","5 minutes","Huge black circle with fire ball&#33","2012-11-19 00:00:00","34.2783333","-119.2922222"
"2010-11-01 12:50:00","tempe","az","us","other","20.0","20 seconds","Bright siver inverted pie-shaped craft flying above Tempe&#44 AZ vanishes completely on bright sunny day.","2010-11-21 00:00:00","33.4147222","-111.9086111"
"2003-11-08 22:00:00","battle creek","mi","us","diamond","40.0","30-40 sec","Silent UFO over Battle Creek MI on night of Eclipse.","2004-01-22 00:00:00","42.3211111","-85.1797222"
"2005-03-08 19:30:00","claflin","ks","us","light","3000.0","50 min","Cluster of yellow lights over Holyrood Kansas","2005-05-11 00:00:00","38.525","-98.5333333"
"1990-02-25 22:45:00","wimberley","tx","us","triangle","300.0","5 minutes","Siting of a triangular shaped UFO.","2004-04-09 00:00:00","29.9972222","-98.0983333"
"1998-08-21 22:55:00","salem","or","us","chevron","45.0","30-45seconds","object was travelling below cloud level&#44from north to south. boomerang shaped pinkish silver color manuevered without changing speed th","1998-11-01 00:00:00","44.9430556","-123.0338889"
"2004-12-02 19:05:00","memphis","tn","us","triangle","30.0","30 seconds","Pure machine- If it was ours it will be on Memphis approach radar or be given clearance to enter TCA for MEM.","2004-12-14 00:00:00","35.1494444","-90.0488889"
"2013-02-18 06:02:00","newcastle (australia)","","au","light","2.0","2 seconds","Green orb on a fast perfectly vertical descent.","2013-02-28 00:00:00","-32.927792","151.784485"
"2002-06-12 20:30:00","midland","tx","us","formation","480.0","8 minutes","Sighting of a formation of cigar shaped U.F.O.s","2006-05-15 00:00:00","31.9972222","-102.0775"
"2011-06-18 23:15:00","moreauville","la","us","light","10.0","8-10 seconds","Possible UFO in Moreauville&#44 LA.  ((NUFORC Note:  Report from police office&#44 who also is amateur astronomer.  PD))","2011-06-20 00:00:00","31.0344444","-91.9755556"
"1979-11-15 21:30:00","finland","","fi","changing","10.0","10 seconds","Diamond or kite shaped cluster of high altitude red lights that changed to horseshoe pattern and zipped to the horizon.","2005-05-11 00:00:00","61.92411","25.748151"
"2007-09-17 02:00:00","snowmass village","co","us","light","7200.0","1 to 2 hours","Bright white lights bounced around in sky over Colorado Springs for 1 hour approx. on Sept. 17&#44 2007","2007-10-08 00:00:00","39.2130556","-106.9372222"
"2012-06-19 19:45:00","peoria","az","us","formation","60.0","1 minute - two times","3 lights in formation NW of Peoria&#44 AZ.","2012-06-20 00:00:00","33.5805556","-112.2366667"
"2004-09-16 01:30:00","tauranga (new zealand)","","nz","light","10800.0","3 hours","a light in sky changing colour like star but much brighter and moving very farst in all directons in no real order red white blue green","2004-09-29 00:00:00","-37.687797","176.16513"
"2004-03-15 19:45:00","lancaster","pa","us","light","12.0","10-12 seconds","Fast white light horizon to horizon 10 seconds flat","2004-03-17 00:00:00","40.0377778","-76.3058333"
"1981-12-24 20:00:00","bedford county (stewertsville area)","va","us","disk","3600.0","1hour to 1 hour and 30  m","close encounter of the second kind&#44 15 feet from disk shaped craft.","2003-10-31 00:00:00","37.3341667","-79.5233333"
"2009-03-24 06:00:00","johnstown","pa","us","light","900.0","10-15 mins","Bright light spotted in sky","2009-04-14 00:00:00","40.3266667","-78.9222222"
"2005-02-25 05:30:00","geneva","ny","us","other","600.0","10 minutes","Flying light over a feild on the way to work.","2005-04-16 00:00:00","42.8688889","-76.9780556"
"2009-02-11 20:15:00","boulder","co","us","other","420.0","7  minutes","strange hovering white light that eventually descended slowly","2009-03-19 00:00:00","40.015","-105.27"
"2013-12-15 22:30:00","danville","vt","us","oval","180.0","3 minutes","Low in the sky&#44 silent with three of the larger&#44 brighter lights forming a triangle.","2013-12-23 00:00:00","44.4111111","-72.1397222"
"2014-02-28 21:30:00","canandaigua","ny","us","teardrop","5.0","~5 seconds","Falling fireball lit up the sky","2014-03-18 00:00:00","42.8741667","-77.2883333"
"1992-07-30 06:00:00","gil community","tx","us","diamond","300.0","5 minutes","diamond shaped craft with lights and a slight buzzing sound","2004-02-12 00:00:00","29.751181","-95.260608"
"1997-12-01 12:00:00","san francisco (observed from)","ca","us","other","20.0","20 seconds","Large sphere and cylinder space junk reentering atmosphere southeasterly of San Francisco probably in Central Valley or Nevada.","1999-08-10 00:00:00","37.775","-122.4183333"
"2008-08-03 22:06:00","baltimore","md","us","sphere","120.0","2 minutes","Orange Disc anomaly imaged in HD over trees in Baltimore Maryland","2008-08-12 00:00:00","39.2902778","-76.6125"
"2006-05-26 02:30:00","arbroath (uk/scotland)","","gb","rectangle","4.0","3-4sec","Arbroath UK - Large fireball type object disappears over the North Sea","2006-07-16 00:00:00","56.55","-2.583333"
"2012-04-20 20:40:00","austin","tx","us","unknown","120.0","2 minutes","Two objects appear in the night sky and disappear&#44","2012-05-13 00:00:00","30.2669444","-97.7427778"
"2013-08-04 16:40:00","leesburg","va","us","circle","30.0","15-30 seconds","Red metallic football shaped object very high in the sky heading southbound at 16:40 over Northern Virginia.","2013-08-30 00:00:00","39.1155556","-77.5638889"
"2008-07-17 23:00:00","macon","ga","us","unknown","120.0","2 mins.","Two lights flashing back and forth&#44 moving in unison across the sky. No visible solid object could be seen between them.","2008-08-12 00:00:00","32.8405556","-83.6325"
