"datetime","city","state","country","shape","duration (seconds)","duration (hours/min)","comments","date posted","latitude","longitude"
"2012-08-29 12:00:00","new york city (bronx)","ny","us","egg","600.0","10 minutes","5 bright white egged shaped crafts","2012-09-24 00:00:00","40.7141667","-74.0063889"
"2010-06-26 03:15:00","appleton","wi","us","circle","300.0","5 min","A circular object from the sky fell to the ground with a loud wooshing sound.","2010-07-06 00:00:00","44.2619444","-88.4152778"
"2013-08-06 22:20:00","beaver","oh","us","fireball","120.0","2 minutes","Three fireballs in the sky in Beavercreek&#44 OH","2013-08-30 00:00:00","39.0305556","-82.8244444"
"2004-03-15 19:45:00","lancaster","pa","us","light","12.0","10-12 seconds","Fast white light horizon to horizon 10 seconds flat","2004-03-17 00:00:00","40.0377778","-76.3058333"
"2002-10-18 20:35:00","manchester (uk/england)","","gb","triangle","5.0","5 seconds","Saw a triangular object at night with 3 red lights on the corners&#44 flashing in a regular pattern. The lights appeared to be right up to","2002-10-28 00:00:00","53.5","-2.216667"
"2013-04-27 23:15:00","paphos (cyprus)","","cy","other","180.0","2 -3 minutes","Vibrating&#44 full of powerful light a ball like object.","2013-06-02 00:00:00","34.772013","32.429737"
"1999-07-01 22:05:00","salida","co","us","cigar","60.0","1 minute","Shiny object heading west&#44 10 miles east of Salida.Planes appear to have chased it away.","1999-07-05 00:00:00","38.5347222","-105.9983333"
"2014-03-29 22:00:00","glendale","az","us","sphere","600.0","5-10 minutes","10+ more orange orbs.","2014-04-04 00:00:00","33.5386111","-112.1852778"
"1957-07-10 20:00:00","phillipsburg","nj","us","cigar","420.0","7 minutes","cigar shaped&#44 after nightfall&#44 Phillipsburg NJ&#44 witnesses","2005-04-16 00:00:00","40.6936111","-75.1905556"
"1970-08-15 21:30:00","grand bay (canada)","nb","ca","unknown","600.0","ten minutes","strange maneuvers&#44 various colored lights&#44 over a drive-in theater&#44 and chased within two minutes by three jets","2011-03-23 00:00:00","45.3","-66.2"
"2005-02-15 00:00:00","lloydminster (alberta&#44 canada)","ab","ca","disk","300.0","5 minutes","UFO squadron sited in Lloydminster Alberta (possible U.S. military training exercise)","2005-02-24 00:00:00","53.277963","-110.006145"
"2011-04-24 15:00:00","applachian mountains","nc","us","","5.0","5 sec.","((HOAX/STUDENT REPORT))  Flyby of a Dead Alien w/ Red Blood on it.","2011-05-02 00:00:00","41.29048","-76.577105"
"1998-08-21 22:55:00","salem","or","us","chevron","45.0","30-45seconds","object was travelling below cloud level&#44from north to south. boomerang shaped pinkish silver color manuevered without changing speed th","1998-11-01 00:00:00","44.9430556","-123.0338889"
"2012-11-17 05:00:00","eliot","me","us","circle","30.0","30 seconds","Tannish orb in orange sky turned black then disappeared.","2012-12-20 00:00:00","43.1530556","-70.8005556"
"2002-08-06 21:50:00","riverside","ca","us","changing","7.0","7 seconds","Witness is retired from a career as an inspector with a defense contractor&#44 and is in the habit of paying close attention to detail.  I","2002-08-16 00:00:00","33.9533333","-117.3952778"
"2000-07-31 21:00:00","hopewell","va","us","fireball","5.0","3-5 secs","Two witnesses saw a huge neon-green fireball travelling parallel to the ground&#44 behind treetops&#44 near Richmond VA on I-295","2001-02-18 00:00:00","37.3041667","-77.2875"
"2006-10-02 17:00:00","denver","co","us","chevron","30.0","30 secs","My sister and I grew up in a model aviation building/flying family and we both have a keen knowledge of the state of aviation art in fl","2006-10-30 00:00:00","39.7391667","-104.9841667"
"2006-03-25 03:50:00","alhambra","ca","us","fireball","5.0","4-5 seconds","Bright flash of light and streak of light over Alhambra&#44 CA","2006-05-15 00:00:00","34.0952778","-118.1261111"
"2001-02-22 05:30:00","bowmansville","pa","us","unknown","120.0","1-2 minutes","An obect initialy with a tail and then with 3 circular lights cleared the entire sky line in about 1 minute.","2009-04-14 00:00:00","40.1966667","-76.0177778"
"2003-08-10 19:30:00","benton","il","us","cigar","120.0","2 min.","Cigar shaped with two round objects in center.","2003-08-28 00:00:00","37.9966667","-88.92"
"2000-07-22 18:30:00","pittsburgh","pa","us","light","300.0","5 minutes","Starlike light in the day sky then just disappeared","2000-07-23 00:00:00","40.4405556","-79.9961111"
"2009-03-26 21:15:00","mills river","nc","us","formation","600.0","10 minutes","3 circling lights&#44 1 stationary light&#44 5-10 minutes in one place&#44 vanished mysteriously","2009-04-14 00:00:00","35.3883333","-82.5669444"
"2012-09-15 23:30:00","redwood city","ca","us","light","1800.0","30 minutes","Red Light in the sky 09/15/2012-09/16/2012","2012-09-24 00:00:00","37.4852778","-122.2352778"
"2013-04-05 08:30:00","las vegas","nv","us","formation","420.0","7 minutes","5 Red orangish objects making formations over Las Vegas","2013-05-15 00:00:00","36.175","-115.1363889"
"2002-06-08 01:45:00","gilroy","ca","us","triangle","20.0","20 seconds","Triangular Craft in Gilroy California","2002-07-26 00:00:00","37.0058333","-121.5672222"
"2004-10-10 14:00:00","morgantown","wv","us","circle","10.0","10 sec","Solid round silver ball passing over at about 3000MSL.","2005-05-24 00:00:00","39.6294444","-79.9561111"
"2002-09-20 18:07:00","pretoria (south africa)","","za","disk","20.0","approx 20 seconds","Ufo spotted near  ongoing airshow at  millitary base Waterkloof&#44 Pretoria&#44 South Africa","2002-09-28 00:00:00","-25.746111","28.188056"
"2003-10-22 08:06:00","new river","az","us","other","60.0","1 minute","I looked out of the bus window and saw a horseshoe-shaped thing flying away like it had just taken off.","2003-12-19 00:00:00","33.9158333","-112.1352778"
"2012-01-09 20:00:00","odessa/harrington","wa","us","sphere","120.0","a few minutes","10-12 Bright orange/white balls of light&#44 scattered in a line across the desert.","2013-02-04 00:00:00","47.480987","-118.254419"
"2000-10-23 21:55:00","seattle","wa","us","sphere","2.0","2 seconds","blue ball streaks across seattle skyline heading west in under 2 seconds","2000-12-02 00:00:00","47.6063889","-122.3308333"
"2003-06-04 02:30:00","evelyn (north of)","la","us","unknown","600.0","5 to 10 mins","Had stoped to check my tires an lights on my truck.I&#39m a truck driver&#44ex law officer an milatery.an hate typing.There was not a clo","2003-07-16 00:00:00","31.9877778","-93.4430556"
"2003-08-17 21:30:00","bartlesville","ok","us","light","60.0","1 minute","medium bright star moving south to north at great speed.","2003-08-28 00:00:00","36.7472222","-95.9805556"
"1976-09-19 22:00:00","bordentown","nj","us","oval","3600.0","1hour","Classic case of &quot;Missing Time&quot; in Bordentown New Jersey in 1976","2004-01-22 00:00:00","40.1461111","-74.7122222"
"1999-11-06 02:15:00","canon city","co","us","light","2700.0","45 minutes","Observed one bright light initially changing colors from violet to red and changing size from slightly smaller than Venus to nearly moo","1999-11-17 00:00:00","38.4","-105.2166667"
"2001-08-30 15:00:00","north hreo","vt","us","unknown","80.0","80 seconds est.","extremly bright light turned orange hovered up a few sec. then shot sraight up and was gone.","2001-10-12 00:00:00","44.831143","-73.273505"
"2011-03-23 20:00:00","colwyn bay/llandudno(a55 llandudno jun.)(between) (uk/wales)","","gb","sphere","180.0","3 minutes","UFO sighting in Conwy&#44 North Wales - Sphere like object with 3 lights","2011-04-03 00:00:00","53.296374","-3.72542"
"1993-06-15 14:00:00","kent (uk/england)","","gb","circle","1800.0","30mins","Thought it was the sun but it was too low. Can find no explaination","2003-03-04 00:00:00","51.25","0.75"
"2012-03-10 21:00:00","chicago","il","us","other","1200.0","20 min","Craft flies in figure 8&#39s over Midway &#44 then down Cicero&#441red &amp; 1white front light w/3 red horizontal lights flashing sequentially","2012-03-13 00:00:00","41.85","-87.65"
"2007-05-16 15:00:00","mission","tx","us","circle","1800.0","30 minutes","Unkown Squadron","2008-03-04 00:00:00","26.2155556","-98.325"
"2004-01-19 09:30:00","moody/mcgregor (between&#44 rural )","tx","us","other","120.0","2 minutes","Blimp-shaped object moving slowly over a rural area on a clear day in mid-morning","2004-01-31 00:00:00","31.436516","-97.416505"
"2000-07-10 00:10:00","new westminster (canada)","bc","ca","circle","7200.0","2 hours","I watched what i thought was a satalite untill it stopped and stared to move eraticly across the sky","2000-07-23 00:00:00","49.216667","-122.916667"
"2013-10-23 22:10:00","alexandria","va","us","light","45.0","45 seconds","Three (3) orbs of light rapidly moving through the night sky maneuvering around each other before racing off at an incredible speed.","2013-11-11 00:00:00","38.8047222","-77.0472222"
"1992-05-10 10:30:00","allston","ma","us","triangle","5400.0","1.5 hours","Large Triangular object just outside Boston","2001-10-12 00:00:00","42.3583333","-71.1263889"
"1987-10-15 21:00:00","osawatomie","ks","us","other","7200.0","2+ hours","Many colorful balls of light over Osawatomie to Canada","2013-06-02 00:00:00","38.4972222","-94.9502778"
"2010-07-22 23:30:00","lincoln","nc","us","light","600.0","ten minutes not sure","unexplainable bright light hovering at treetop level off highway","2010-07-28 00:00:00","35.463703","-81.207816"
"1990-07-15 03:00:00","colorado springs","co","us","flash","5.0","5 seconds","Bright Flash directly overhead.","2004-08-24 00:00:00","38.8338889","-104.8208333"
"2011-11-17 16:30:00","phoenix","az","us","sphere","1200.0","20 minute","Just look sphere color metal formation geometric","2011-12-12 00:00:00","33.4483333","-112.0733333"
"2008-01-20 00:15:00","memphis","tn","us","sphere","600.0","10 minutes","I saw a bright orange sphere that hung in the sky for nearly 10 minutes&#33","2008-01-21 00:00:00","35.1494444","-90.0488889"
"2014-01-02 22:15:00","austin","tx","us","light","60.0","1 minute","Reddish orange bright lights traveling very quickly  then disappearing.  Completely silent.","2014-01-10 00:00:00","30.2669444","-97.7427778"
"2001-11-12 05:00:00","denton","ne","us","light","300.0","4-5 minutes","Man of Reason fails to explain blinking starlike object with energy bursts","2001-11-20 00:00:00","40.7377778","-96.8441667"
"2013-12-17 21:30:00","perry","ga","us","fireball","1.0","1 second","Bright green light flashed and then fell to the ground like a flare.  ((NUFORC Note:  Possible Geminid meteor??  PD))","2013-12-23 00:00:00","32.4580556","-83.7316667"
"2002-08-17 06:58:00","pharisburg","oh","us","sphere","180.0","3min.","Twice&#44 I obseved what looked liked a huge&#44 shiny&#44 chrome colored&#44 solid&#44 heavy ball berring flying in the sky and diappear before my ey","2003-09-24 00:00:00","40.3452778","-83.3036111"
"1956-08-01 20:00:00","harvard","ma","us","unknown","3.0","2-3 seconds","Lost time.","2013-09-09 00:00:00","42.5","-71.5833333"
"2003-06-15 17:00:00","woburn","ma","us","fireball","1800.0","30 min","4 fire in the sky over the highway","2005-05-24 00:00:00","42.4791667","-71.1527778"
"2000-07-15 19:30:00","gilbert","az","us","light","1200.0","20 min","Just reviewed your website. By the way&#44 I enjoy your segments with Art Bell. Anyway&#44 I saw the report on the red lights over Gilbert ov","2001-02-18 00:00:00","33.3527778","-111.7883333"
"2005-10-12 02:05:00","longwood","fl","us","formation","20.0","20 seconds","Two glowing discs slowly glide accross Longwood FL night sky.","2005-10-20 00:00:00","28.7027778","-81.3386111"
"1957-07-15 22:00:00","salt  lake city","ut","us","disk","900.0","15 min","5 Silver Saucers flying from over the Salt Lake&#44 and flying over the Oquirah Mountains towards Dugway","2004-04-30 00:00:00","40.7608333","-111.8902778"
"1975-11-13 21:15:00","woodbridge","va","us","circle","600.0","10 min","BRIGHT OBJECTS  CHASED INTO BELMONT BAY","2005-05-11 00:00:00","38.6580556","-77.25"
"2001-07-15 00:38:00","carteret","nj","us","light","3600.0","1 hour","bright lights in sky&#44 unidentifiable&#33","2002-09-19 00:00:00","40.5772222","-74.2286111"
"2009-11-27 22:00:00","winchester","va","us","light","1200.0","20 min","Witnessed multi-colored light hanging very low in the sky to the east; changed colors.  ((NUFORC Note:  Sirius.  PD))","2009-12-12 00:00:00","39.1855556","-78.1636111"
"2007-09-05 22:00:00","maple ridge (canada)","bc","ca","circle","3600.0","1 hour approx.","Green and blue lights over Maple Ridge&#44 BC","2007-10-08 00:00:00","49.25","-122.5"
"2010-05-24 21:30:00","fort leonard wood","mo","us","fireball","20.0","20 seconds","a dog fight between two foes","2010-06-03 00:00:00","37.738056","-92.117222"
"2006-03-13 02:00:00","south bay (belle glade)","fl","us","triangle","15.0","15 sec","Green triangle over Belle Glade","2006-05-15 00:00:00","26.6636111","-80.7163889"
"2007-09-02 11:00:00","loveland","co","us","triangle","120.0","2 minutes","4 Synchronized Lights Flying above Loveland","2007-10-08 00:00:00","40.3977778","-105.0744444"
"2009-05-28 00:00:00","farmington","nm","us","changing","480.0","8minutes","80 to a100 strange lighted objects coming from the east skys","2009-06-09 00:00:00","36.7280556","-108.2180556"
"2006-06-08 01:00:00","texarkana","tx","us","light","600.0","10 minutes","Light close to the moon&#44 moved then went out.  ((NUFORC Note:  Probably a sighting of Jupiter near the Moon.  PD))","2006-07-16 00:00:00","33.425","-94.0475"
"2006-11-08 19:00:00","fortville","in","us","circle","180.0","3 min.","Could not get camera in time...traveled too fast&#33","2006-12-07 00:00:00","39.9322222","-85.8480556"
"2013-07-28 00:00:00","north las vegas","nv","us","triangle","900.0","5-15 minutes","Triangular shaped aircrafts with a glowing fireball affect in the sky that can hover and glide.","2013-08-30 00:00:00","36.1988889","-115.1166667"
"1990-05-15 13:35:00","canton","oh","us","circle","10.0","10sec.","What is that mirror like ball in the sky?","2000-12-02 00:00:00","40.7988889","-81.3786111"
"2006-12-28 21:30:00","clayton","mi","us","circle","2.0","moments","12-28-06 Blue white ball of light over rural area in southern Mi lasting seconds.","2007-02-01 00:00:00","41.8633333","-84.2363889"
"1999-10-03 23:00:00","orondo","wa","us","","1.0","1 second","Green fireball on october 3rd.","1999-11-17 00:00:00","47.6261111","-120.2241667"
"1999-03-24 19:00:00","nelson from castlegar (canada)","bc","ca","light","10.0","10 seconds","HBCCUFO CANADIAN REPORT:  Light the size and brightness of a streetlight at about 100-150 yards away.","2004-03-17 00:00:00","49.323741","-117.659334"
"2012-07-04 21:00:00","union beach","nj","us","fireball","120.0","1-2 minutes","4th of July Fireball&#44 NOT a Firework.","2012-08-05 00:00:00","40.4463889","-74.1786111"
"2000-08-08 22:25:00","shorewood","mn","us","sphere","300.0","5 minutes","Orange Orb seen flying around town in Minnesota.","2000-08-19 00:00:00","44.9008333","-93.5888889"
"2011-03-02 22:00:00","san marcos","tx","us","chevron","2.0","a few seconds each","3 Large objects seen fliying overhead while studying for astronomy class - lights&#44 sounds","2011-03-10 00:00:00","29.8830556","-97.9411111"
"1990-02-25 22:45:00","wimberley","tx","us","triangle","300.0","5 minutes","Siting of a triangular shaped UFO.","2004-04-09 00:00:00","29.9972222","-98.0983333"
"2008-05-23 01:04:00","joplin","mo","us","triangle","12.0","12 seconds","Large&#44 brown/rust triangular object seen descending slowly before fading away","2008-06-12 00:00:00","37.0841667","-94.5130556"
"2008-04-21 20:00:00","phoenix","az","us","formation","1800.0","30 minutes","looking NW saw 4 red lights slight&#44 sutle movement in formation&#44 one by one disappear=duration at least 30 minutes.","2008-06-12 00:00:00","33.4483333","-112.0733333"
"2013-11-22 21:35:00","grand rapids","mi","us","diamond","90.0","90 seconds","Two lights&#44 three lights&#44 four lights&#44 gone&#33","2013-12-02 00:00:00","42.9633333","-85.6680556"
"1994-06-15 21:00:00","auburn lake park","oh","us","other","60.0","1 min to 30 seconds","5 light craft or crafts that made everyone but me go into a trans","2001-04-28 00:00:00","41.691629","-81.242458"
"2007-03-01 19:10:00","hutchinson","ks","us","circle","120.0","2 minutes","Yellow fifteen foot sphere moved from Hutchinson to Wichita","2007-03-08 00:00:00","38.0608333","-97.9294444"
"1998-09-15 04:00:00","salt lake city","ut","us","sphere","23.0","2&#443 sec","A solid Spherical object appears over one of the building and the Westminster College in Salt Lake City.","2000-02-16 00:00:00","40.7608333","-111.8902778"
"1997-07-04 21:15:00","oakville","mo","us","light","10.0","10 seconds","BRIGHT OBJECT OVER HEAD MOVING WEST . GREENISH COLOR  MOVING SLOW AND THEN TAKES OFF FAST WITH A  LONG TAIL. THEN DISSAPPEARED MOVING","1998-09-26 00:00:00","38.47","-90.3044444"
"1960-01-15 22:00:00","bristol","va","us","disk","1200.0","20 minutes","BURNING disc  sighting 1960","2003-08-28 00:00:00","36.5963889","-82.1886111"
"1974-06-01 00:00:00","east liverpool","oh","us","fireball","3600.0","0:00=1:00","((HOAX??))  NONE","2008-01-21 00:00:00","40.6186111","-80.5775"
"2009-03-02 19:20:00","surrey (canada)","bc","ca","light","2.0","hour","at around 7:20pm i steped ouside for a after dinner smoke. looked up to in the sky looking at the stars &#44 and saw an extremly bright li","2009-03-19 00:00:00","49.13635335","-122.8213433"
"1992-06-15 16:30:00","chesterfield","il","us","triangle","14400.0","4 hrs&#44c","standing directly under craft for period of time&#44 lost time&#44  1hr trip took 4hr&#39s.","2005-09-15 00:00:00","39.255","-90.0630556"
"2013-08-20 21:14:00","flat rock","mi","us","egg","360.0","6 minutes","10-15 UFOs spotted over I-75&#44 orange in color.","2013-08-30 00:00:00","42.0963889","-83.2919444"
"2011-03-26 09:35:00","punta mita (mexico)","","mx","formation","5.0","5 seconds","Punta Mita Mexico. 8 inverted wing shape lights criss crossing each other.Appeared  like white lit birds in the dark sky","2011-04-03 00:00:00","20.774469","-105.513736"
"2008-04-23 20:30:00","mchenry","il","us","unknown","60.0","1 minute","I saw some lights in the back yard and grabbed my camera to take pictures. The pictures just looked black after I took them so I never","2008-06-12 00:00:00","42.3333333","-88.2666667"
"2005-12-08 03:00:00","birmingham (uk/england)","","gb","changing","3600.0","over 1 hour","More strange lights and even smells over cannock chase.","2005-12-16 00:00:00","52.466667","-1.916667"
"2010-07-23 23:00:00","louisville","ky","us","triangle","60.0","1 minute","Blk Triangle craft mimics aircraft in Metro louisville.","2011-01-05 00:00:00","38.2541667","-85.7594444"
"2008-11-26 00:05:00","great falls","mt","us","light","2700.0","45 minutes","Bright light hovering for 45+ minutes on the outskirts of Great Falls&#44 MT; w/ flashing blue and red. ((NUFORC Note:  Star??  PD))","2009-01-10 00:00:00","47.5002778","-111.3"
"2011-03-25 20:30:00","myrtle beach","sc","us","light","120.0","2 minutes","Myrtle Beach UFO sighting","2011-05-02 00:00:00","33.6888889","-78.8869444"
"1998-03-07 00:00:00","port salerno","fl","us","unknown","2.0","just a few seconds","two lights connected to nothing going from the sky to the water.","2002-03-19 00:00:00","27.1438889","-80.2008333"
"2000-07-10 20:00:00","downers grove","il","us","sphere","180.0","2-3 min","The gaurd of the building I work in was called by the gaurd of teh sister building asking what the &quot;lights &quot; were.  he proceded outside","2000-07-23 00:00:00","41.8088889","-88.0111111"
"2003-12-31 08:00:00","bloomingdale","il","us","cigar","180.0","3 minutes","Silent balloon shaped object","2005-06-20 00:00:00","41.9575","-88.0808333"
"2004-05-30 16:00:00","chicopee","ma","us","disk","60.0","1 minute","White disk flying over park","2004-06-04 00:00:00","42.1486111","-72.6083333"
"2008-08-22 23:00:00","provo","ut","us","chevron","3600.0","1 hour","On 8/22/08 in Provo Utah we saw many chevron shaped groupings of rapidly moving clusters  of bright crafts.","2008-10-31 00:00:00","40.2338889","-111.6577778"
"2011-07-28 19:30:00","blackduck/bemidji (between)","mn","us","circle","2.0","a few seconds","Bright white light&#44 comes and goes in seconds but disappears mid air","2011-08-07 00:00:00","47.722025","-94.557161"
"2012-07-09 21:00:00","hollywood","fl","us","fireball","180.0","3 minutes","Just standing out back&#44 looking into the sky and saw what seemed to be a ball of fire moving slowly through the sky. It was moving at a","2012-08-05 00:00:00","26.0108333","-80.1497222"
"2001-09-12 21:30:00","nebraska city","ne","us","light","86400.0","til present day","Small&#44star like object seen in sky moving about erratically.","2001-11-20 00:00:00","40.6766667","-95.8588889"
"1989-07-01 21:00:00","tupelo","ms","us","disk","10.0","10 seconds","The object was a football shaped object with no lines it had a pulsating green haze and a trail of green light.","2003-10-15 00:00:00","34.2575","-88.7033333"
"2004-10-25 00:00:00","mcminnville","or","us","cigar","30.0","30 seconds","Blue cigar shaped craft spotted over McMinnville oregon-","2008-01-21 00:00:00","45.2102778","-123.1975"
"2002-03-04 22:10:00","marblehead","ma","us","fireball","3.0","3 seconds","GREEN LIGHT DARTS ACROSS SKY THEN FALLS.","2002-03-19 00:00:00","42.5","-70.8583333"
"2010-06-01 04:00:00","groton","ct","us","light","900.0","15 minutes","Bright light&#44 too low to be a satellite&#44 hovers 10 mins. then abruptly disappears. watched with binocs.","2010-06-23 00:00:00","41.35","-72.0788889"
"2008-04-27 01:20:00","creve coeur","il","us","light","10.0","5-10 seconds","Red-green light viewed over central Illinois.","2008-06-12 00:00:00","40.6472222","-89.5911111"
"2009-01-21 22:30:00","fortuna","ca","us","triangle","180.0","3 minutes","it was a clear night&#44 me and a friend were outside&#44 i looked up after hearing a large &quot;jet&quot; overhead&#44 i pointed out to my friend that a","2009-03-19 00:00:00","40.5983333","-124.1561111"
"2009-11-17 19:00:00","mindoro","wi","us","light","1800.0","30 minutes","Yellow light over NE La Crosse County WI that moved around in the sky in a non aircraft fashion.","2009-12-12 00:00:00","44.0211111","-91.1016667"
"2013-11-09 19:15:00","mccordsville","in","us","fireball","1200.0","20 minutes","Orange lights over geist.","2013-11-11 00:00:00","39.9080556","-85.9227778"
"2013-05-05 16:00:00","danvers","ma","us","oval","30.0","30 seconds","Shiny&#44 silver&#44 oval oject hovering 500 feet above ground.","2013-05-15 00:00:00","42.575","-70.9305556"
"2010-11-28 00:15:00","conyers","ga","us","oval","900.0","15 minutes","Sighted object over Conyers GA that looked like large solid lit blimp hovering and then moving off","2011-01-05 00:00:00","33.6675","-84.0177778"
"2002-08-09 20:30:00","manalapan","nj","us","diamond","1800.0","30 minutes","Foggy white diamond shaped object spotted in sky before fading away.","2002-08-16 00:00:00","40.2572222","-74.3961111"
"2005-06-15 01:00:00","winston salem","nc","us","sphere","3600.0","1 hour","Bright Orange/Yellow ball in the sky.","2014-01-10 00:00:00","36.09986","-80.244216"
"2014-04-06 11:30:00","paris","tx","us","sphere","30.0","30 seconds","I witnessed a two large yellow orange spheres pop out of the North East corner of the sun.  ((NUFORC Note:  Lens flares?  PD))","2014-04-18 00:00:00","33.6608333","-95.5552778"
"1998-04-11 19:00:00","spring valley","ca","us","fireball","3600.0","1 hour","Red orb lights above Spring Valley CA.","2005-09-15 00:00:00","32.7447222","-116.9980556"
"2012-06-07 04:02:00","blue point","ny","us","","25.0","25 secs","Could not see anything but we heard it - it was a sound none of us have ever heard before&#44 it was low and slow moving","2012-06-08 00:00:00","40.7438889","-73.035"
"2008-08-11 09:30:00","raleigh","nc","us","light","60.0",">1 min","white light traveling horizontally&#44 sped up very fast and then disappeared.","2008-08-12 00:00:00","35.7719444","-78.6388889"
"2004-06-05 00:05:00","hickory","nc","us","fireball","10.0","10 seconds","Fireball seen in  Western NC","2004-06-18 00:00:00","35.7330556","-81.3413889"
"1975-08-05 18:31:00","richmond","va","us","egg","300.0","5 minutes","On August 5&#44 1975&#44 at 6:31 P.M.&#44 while I was riding a bicycle&#44 I stopped&#44 along with my friend to watch a beautiful UFO. It was undergo","2009-03-19 00:00:00","37.5536111","-77.4605556"
"2012-09-14 20:45:00","austintown","oh","us","oval","120.0","2 minutes","Orangish colored object hovering in sky&#44 then flew south.","2012-09-24 00:00:00","41.1016667","-80.7647222"
"1995-09-15 07:00:00","kissimmee","fl","us","disk","300.0","5 min","green glowing glow around silver disk with red ball on bottom","2009-04-14 00:00:00","28.2916667","-81.4077778"
"2006-12-24 07:00:00","dundas island (south of) (canada)","bc","ca","","30.0","30 seconds","Craft with glowing lights flys over the Pacific","2008-06-12 00:00:00","54.387039","-130.763003"
"2011-01-14 00:24:00","pewaukee","wi","us","unknown","600.0","10 minutes","An object is sighted hovering in place over my car for 10 min; during this time it shifts shape&#44 color&#44 makes a huge noise and leaves.","2011-01-31 00:00:00","43.0805556","-88.2611111"
"2005-12-28 05:00:00","charleston","wv","us","circle","180.0","3minutes","blueish and white orb","2006-07-16 00:00:00","38.3497222","-81.6327778"
"2005-12-28 20:00:00","cancun (cancun)","","mx","other","5.0","half hour","multicolored &quot;Star&quot; changing formation.  ((NUFORC Note:  Possible sighting of Sirius??  PD))","2008-03-04 00:00:00","21.161908","-86.851528"
"2003-08-23 15:00:00","midland","mi","us","disk","480.0","about 8 minutes","We saw two metallic discs at a high altitude&#44 actually chasing each other in the middle of the afternoon.","2003-08-28 00:00:00","43.6155556","-84.2472222"
"2013-11-23 02:42:00","warren","mi","us","diamond","7200.0","2 hours","Stayed in proximity 5 degrees north of moon.","2013-12-02 00:00:00","42.4775","-83.0277778"
"2003-07-26 23:15:00","beulaville","nc","us","flash","3600.0","1 hour","iam older than 60 and a vet and this was exciting","2003-08-01 00:00:00","34.9236111","-77.7741667"
"1995-01-15 02:30:00","mckinleyville","ca","us","","2700.0","45 minutes","Man went outdoors&#44 witnessed approx. 50 blue and green&#44 pulsating objects moving in the storm clouds. Good rept.","1999-11-02 00:00:00","40.9466667","-124.0994444"
"2013-09-28 20:00:00","binghamton","ny","us","light","600.0","10 minutes","A light that sat in the sky then simply faded out. no plane. no planet&#44 no satellite.","2013-09-30 00:00:00","42.0986111","-75.9183333"
